Start Timestamp;End Timestamp;Transcript
21:22;21:22;"Überraschende,"
21:22;21:23;"für n"
21:23;21:24;"größer"
21:24;21:24;"gleich 5"
21:24;21:25;"gibt es"
21:25;21:25;"also keine"
21:25;21:27;"Lösungsformel"
21:27;21:28;"und das"
21:28;21:29;"wurde sogar"
21:29;21:29;"direkt"
21:29;21:30;"bewiesen,"
21:30;21:31;"das heißt,"
21:31;21:31;"da kann man"
21:31;21:32;"eigentlich nicht"
21:32;21:32;"mehr viel"
21:32;21:32;"tun."
21:32;21:34;"Was wir aber"
21:34;21:34;"gesehen haben,"
21:34;21:35;"was ein bisschen"
21:35;21:35;"Hoffnung"
21:35;21:35;"macht,"
21:35;21:36;"wir haben"
21:36;21:37;"auf jeden Fall"
21:37;21:37;"solche"
21:37;21:38;"Gleichung"
21:38;21:38;"z hoch"
21:38;21:39;"n gleich"
21:39;21:40;"a gesehen,"
21:40;21:40;"dass wir"
21:40;21:40;"die lösen"
21:40;21:41;"können,"
21:41;21:41;"das haben"
21:41;21:41;"wir ja"
21:41;21:41;"in der"
21:41;21:42;"letzten"
21:42;21:42;"Vorlesung"
21:42;21:43;"getan,"
21:43;21:44;"oder eben,"
21:44;21:44;"was ich eben"
21:44;21:45;"schon gesagt"
21:45;21:45;"habe,"
21:45;21:46;"Nullstellen"
21:46;21:47;"raten und"
21:47;21:48;"dann eben"
21:48;21:48;"abspalten"
21:48;21:49;"gemäß"
21:49;21:50;"Satz 3,"
21:50;21:51;"das heißt"
21:51;21:51;"Division"
21:51;21:53;"ohne Rest."
21:53;21:54;"Ansonsten,"
21:54;21:55;"was man tun"
21:55;21:55;"kann und was"
21:55;21:56;"wir auch noch"
21:56;21:57;"behandeln werden,"
21:57;21:58;"sind numerische"
21:58;21:58;"Verfahren,"
21:58;22:00;"das heißt,"
22:00;22:01;"manchmal hilft ja auch"
22:01;22:01;"einfach eine"
22:01;22:02;"Näherungslösung,"
22:02;22:03;"man muss ja nicht"
22:03;22:04;"immer exakt die"
22:04;22:05;"exakte Lösung"
22:05;22:06;"haben und da"
22:06;22:06;"werden wir zum"
22:06;22:07;"einen das"
22:07;22:07;"sogenannte"
22:07;22:08;"Bisektionsverfahren"
22:08;22:09;"in den"
22:09;22:09;"Vorlesung 20"
22:09;22:11;"kennenlernen und"
22:11;22:11;"auch das"
22:11;22:12;"Newtonverfahren,"
22:12;22:12;"was Sie"
22:12;22:13;"wahrscheinlich"
22:13;22:13;"schon kennen,"
22:13;22:14;"in"
22:14;22:15;"Vorlesung"
22:15;22:15;"22."
22:16;22:17;"Ansonsten können"
22:17;22:17;"wir da erstmal"
22:17;22:18;"nicht so viel"
22:18;22:18;"tun."
22:18;22:19;"Nichtsdestotrotz,"
22:19;22:21;"der Fundamentalsatz"
22:21;22:21;"der Algebra"
22:21;22:22;"sagt eben,"
22:22;22:22;"dass es"
22:22;22:23;"N Nullstellen"
22:23;22:24;"gibt."
22:24;22:25;"Wie wir die"
22:25;22:25;"finden,"
22:25;22:26;"ist dann eine"
22:26;22:26;"andere Sache,"
22:26;22:28;"aber nichtsdestotrotz"
22:28;22:29;"haben wir hier"
22:29;22:30;"einige Ansätze,"
22:30;22:30;"dass wir dann"
22:30;22:31;"doch auch,"
22:31;22:32;"ja,"
22:32;22:33;"sag ich mal,"
22:33;22:34;"durch Raten"
22:34;22:35;"Nullstellen"
22:35;22:35;"bekommen,"
22:35;22:36;"abspalten können"
22:36;22:37;"und dann doch"
22:37;22:38;"am Ende"
22:38;22:39;"die Nullstellen"
22:39;22:41;"ablesen können,"
22:41;22:42;"aber im Allgemeinen"
22:42;22:43;"geht das eben"
22:43;22:44;"nicht so einfach."
22:45;22:46;"Gut,"
22:46;22:47;"die nächste"
22:47;22:48;"Vorlesung,"
22:48;22:49;"Vorlesung 9,"
22:49;22:50;"behandelt dann"
22:50;22:51;"die rationalen"
22:51;22:52;"Funktionen,"
22:52;22:52;"das hatte ich ja"
22:52;22:53;"im ersten Teil auch"
22:53;22:54;"schon mal erwähnt,"
22:54;22:54;"als es um die"
22:54;22:55;"Division ging und"
22:55;22:56;"da werden wir uns"
22:56;22:57;"dann mit der"
22:57;22:58;"sogenannten"
22:58;22:59;"Partialbruchzerlegung"
22:59;22:59;"sowohl im"
22:59;23:01;"komplexen als auch"
23:01;23:01;"im reellen"
23:01;23:03;"beschäftigen."
