Start Timestamp;End Timestamp;Transcript
23:57;23:57;"gar nicht"
23:57;23:59;"oder nicht so einfach"
23:59;24:00;"und deswegen braucht man"
24:00;24:01;"auch andere Möglichkeiten,"
24:01;24:02;"um Aussagen,"
24:02;24:03;"um Implikationen"
24:03;24:03;"zu beweisen."
24:03;24:05;"Und als zweites"
24:05;24:06;"Beispiel,"
24:06;24:08;"also jetzt hier"
24:08;24:09;"zu diesem"
24:09;24:09;"gebe ich jetzt"
24:09;24:10;"kein Beispiel an,"
24:10;24:11;"das ergibt sich"
24:11;24:12;"automatisch."
24:13;24:14;"Interessant sind eher"
24:14;24:15;"die Punkte 2 und 3."
24:15;24:17;"Die Nummer 2 ist"
24:17;24:17;"die sogenannte"
24:17;24:18;"Kontraposition"
24:18;24:20;"und die besagt"
24:20;24:21;"folgendes,"
24:21;24:22;"die Implikation"
24:22;24:23;"A nach B"
24:23;24:24;"ist genau dann"
24:24;24:25;"wahr,"
24:25;24:25;"wenn"
24:25;24:27;"nicht B"
24:27;24:27;"oder die"
24:27;24:28;"Negation von B"
24:28;24:29;"daraus folgt,"
24:29;24:30;"die Negation von A"
24:30;24:32;"wahr ist."
24:32;24:33;"Das heißt also,"
24:33;24:34;"wenn Sie"
24:34;24:34;"diese"
24:34;24:36;"Implikation"
24:36;24:36;"zeigen wollen"
24:36;24:37;"und Sie kommen"
24:37;24:37;"nicht voran,"
24:37;24:38;"dann ist"
24:38;24:39;"eine Möglichkeit,"
24:39;24:40;"dass Sie einfach"
24:40;24:40;"mal schauen,"
24:40;24:41;"was macht"
24:41;24:42;"denn nicht B"
24:42;24:43;"und wenn Sie"
24:43;24:44;"aus nicht B"
24:44;24:44;"nicht A"
24:44;24:45;"folgern können,"
24:45;24:46;"dann wissen Sie"
24:46;24:47;"auch,"
24:47;24:47;"dass diese"
24:47;24:48;"Implikation"
24:48;24:49;"wahr ist."
24:49;24:51;"So und das"
24:51;24:52;"schauen wir uns"
24:52;24:52;"jetzt mal"
24:52;24:53;"an einem"
24:53;24:53;"einfachen"
24:53;24:54;"Beispiel an."
24:54;24:58;"Wir sind"
24:58;24:59;"jetzt schon"
24:59;25:00;"bei Folie 9."
25:00;25:04;"Also wie gesagt,"
25:04;25:04;"zum ersten Punkt"
25:04;25:05;"sage ich jetzt"
25:05;25:06;"nichts weiter."
25:06;25:07;"So,"
25:07;25:08;"wir wollen"
25:08;25:08;"folgende"
25:08;25:09;"Aussage zeigen."
25:09;25:15;"Wir sind"
25:15;25:15;"jetzt mal"
25:15;25:16;"bei den"
25:16;25:17;"natürlichen"
25:17;25:17;"Zahlen"
25:17;25:18;"und zwar"
25:18;25:19;"so jetzt"
25:19;25:19;"für alle"
25:19;25:20;"n"
25:20;25:21;"aus den"
25:21;25:21;"natürlichen"
25:21;25:22;"Zahlen"
25:22;25:22;"gilt"
25:22;25:23;"folgendes"
25:23;25:24;"und zwar"
25:24;25:25;"n"
25:25;25:26;"Quadrat"
25:26;25:28;"ist"
25:28;25:29;"gerade"
25:29;25:32;"daraus"
25:32;25:32;"folgt"
25:32;25:34;"n"
25:34;25:37;"ist"
25:37;25:37;"gerade."
25:39;25:39;"So,"
25:39;25:40;"das wollen"
25:40;25:40;"wir zeigen."
25:40;25:42;"Jetzt"
25:42;25:43;"konnte man"
25:43;25:43;"das auf"
25:43;25:44;"direkten"
25:44;25:44;"Wege"
25:44;25:44;"versuchen."
25:44;25:45;"Wir starten"
25:45;25:45;"mit n"
25:45;25:46;"Quadrat"
25:46;25:46;"ist"
25:46;25:46;"gerade"
25:46;25:47;"und zeigen,"
25:47;25:47;"dass n"
25:47;25:47;"ist"
25:47;25:48;"gerade."
25:48;25:48;"Eine"
25:48;25:49;"Möglichkeit"
25:49;25:49;"wäre"
25:49;25:49;"jetzt"
25:49;25:50;"aber"
25:50;25:50;"eben"
25:50;25:50;"das"
25:50;25:51;"Ganze"
25:51;25:51;"durch"
25:51;25:52;"Kontraposition"
25:52;25:53;"zu zeigen."
25:53;25:54;"Jetzt"
25:54;25:54;"versuchen wir"
25:54;25:54;"das mal"
25:54;25:55;"auf die"
25:55;25:55;"Form"
25:55;25:55;"zu bringen."
25:56;25:56;"also das"
25:56;25:57;"hier"
25:57;25:58;"ist"
25:58;25:58;"jetzt"
25:58;25:58;"mein"
25:58;25:58;"Wegen"
25:58;25:59;"Aussage"
25:59;26:02;"A"
26:02;26:04;"und das"
26:04;26:05;"nenne ich"
26:05;26:05;"jetzt"
26:05;26:06;"Aussage"
26:06;26:06;"B."
26:06;26:10;"So,"
26:10;26:10;"und"
26:10;26:11;"was wäre"
26:11;26:12;"jetzt die"
26:12;26:12;"Kontraposition?"
26:12;26:22;"schauen wir"
26:22;26:23;"dann nochmal"
26:23;26:23;"auf die"
26:23;26:23;"Folie."
26:23;26:28;"Und zwar,"
26:28;26:28;"was wollen wir"
26:28;26:29;"zeigen?"
26:33;26:34;"naja,"
26:34;26:35;"also,"
26:35;26:36;"aus A"
26:36;26:37;"folgt B"
26:37;26:38;"und wir"
26:38;26:39;"nehmen jetzt"
26:39;26:39;"die"
26:39;26:40;"Kontraposition,"
26:40;26:40;"also"
26:40;26:41;"nicht B,"
26:41;26:42;"daraus folgt"
26:42;26:43;"nicht A."
26:43;26:44;"Okay,"
26:44;26:45;"was ist jetzt"
26:45;26:45;"die Aussage"
26:45;26:46;"B,"
26:46;26:46;"was ist"
26:46;26:47;"nicht B?"
26:47;26:48;"Die Aussage"
26:48;26:49;"ist n"
26:49;26:49;"ist gerade,"
26:49;26:51;"die Negation"
26:51;26:51;"wäre dann"
26:51;26:53;"n"
26:53;26:54;"ist"
26:54;26:55;"ungerade,"
26:55;26:59;"daraus"
26:59;26:59;"folgt"
26:59;27:00;"dann"
27:00;27:01;"nicht A,"
27:01;27:01;"die"
27:01;27:02;"Negation"
27:02;27:03;"von A"
27:03;27:04;"ist was?"
27:04;27:05;"N"
27:05;27:05;"ja,"
27:05;27:06;"n"
27:06;27:07;"Quadrat"
27:07;27:09;"ist"
27:09;27:09;"ungerade."
27:09;27:14;"Das heißt,"
27:14;27:14;"also,"
27:14;27:14;"das hier ist"
27:14;27:15;"nichts anderes"
27:15;27:16;"als"
27:16;27:17;"die"
27:17;27:18;"Negation"
27:18;27:19;"von B"
27:19;27:20;"und das"
27:20;27:21;"ist die"
27:21;27:21;"Negation"
27:21;27:23;"von A."
27:23;27:23;"Und wenn Sie"
27:23;27:24;"nochmal auf die"
27:24;27:24;"Folie schauen,"
27:24;27:25;"das ist exakt"
27:25;27:27;"das,"
27:27;27:27;"was wir jetzt"
27:27;27:28;"betrachten wollen."
27:28;27:29;"Das heißt,"
27:29;27:29;"also,"
27:29;27:29;"wir zeigen"
27:29;27:30;"jetzt,"
27:30;27:31;"wir zeigen"
27:31;27:31;"jetzt,"
27:31;27:32;"dass diese"
27:32;27:33;"Implikation"
27:33;27:34;"wahr ist"
27:34;27:34;"und dann"
27:34;27:35;"wissen wir"
27:35;27:37;"aufgrund der"
27:37;27:37;"Kontraposition,"
27:37;27:39;"das haben wir"
27:39;27:40;"jetzt nicht näher"
27:40;27:40;"bewiesen,"
27:40;27:41;"das nehmen wir"
27:41;27:41;"jetzt mal so hin,"
27:41;27:42;"dass sozusagen"
27:42;27:43;"das auch"
27:43;27:44;"äquivalent ist,"
27:44;27:44;"ja,"
27:44;27:45;"das können Sie sich"
27:45;27:46;"auch nochmal überlegen,"
27:46;27:47;"dass dann auch die"
27:47;27:48;"Ausgangsaussage"
27:48;27:49;"wahr ist."
27:49;27:50;"Ja,"
27:50;27:51;"und das ist jetzt"
27:51;27:51;"auch gar nicht"
27:51;27:52;"kompliziert."
27:52;27:53;"Wir nehmen jetzt mal"
27:53;27:53;"an,"
27:53;27:55;"also wir starten"
27:55;27:56;"jetzt bei"
27:56;27:56;"Nicht B."
27:57;27:57;"ja,"
27:57;27:57;"ja,"
27:57;27:57;"ja,"
27:57;27:58;"ja,"
27:58;27:58;"ja,"
27:58;27:59;"wir nehmen jetzt an,"
27:59;28:00;"sei n"
28:00;28:04;"ungerade,"
28:04;28:07;"jetzt hatten wir schon gesehen,"
28:07;28:09;"was ungerade hieß im ersten Teil,"
28:09;28:19;"das heißt also n kann ich schreiben in der Form 2k plus 1 für 1k aus den natürlichen Zahlen."
28:23;28:23;"So,"
28:23;28:25;"deswegen nochmal hier"
28:25;28:26;"Vergleich,"
28:26;28:29;"Definition der Menge"
28:29;28:33;"u aus dem ersten Teil."
28:33;28:34;"So,"
28:34;28:35;"wenn wir das jetzt haben,"
28:35;28:37;"können wir ja einfach mal quadrieren,"
28:37;28:38;"beide Seiten,"
28:38;28:42;"das heißt n² ist gleich"
28:42;28:45;"2k plus 1 zum Quadrat,"
28:45;28:48;"das kann ich jetzt ausmultiplizieren,"
28:48;28:51;"also 4k²"
28:51;28:54;"plus 4k"
28:54;28:56;"plus 1."
28:56;28:57;"So,"
28:57;28:58;"naja,"
28:58;28:59;"und was steht jetzt da?"
28:59;29:01;"Jetzt sieht man hier sehr schön,"
29:01;29:03;"man kann jetzt hier eine 2 ausklammern,"
29:03;29:08;"dann steht hier 2k²"
29:08;29:10;"plus 2k"
29:10;29:12;"plus 1."
29:12;29:14;"Ja,"
29:14;29:15;"und jetzt sind wir eigentlich schon fertig,"
29:15;29:16;"weil das hier"
29:16;29:20;"ist natürlich etwas aus den natürlichen Zahlen,"
29:21;29:21;"weil wir ja wissen,"
29:21;29:23;"dass k ist aus den natürlichen Zahlen,"
29:23;29:25;"das heißt also n²"
29:25;29:27;"hat die Gestalt"
29:27;29:29;"zweimal irgendeine natürliche Zahl"
29:29;29:30;"plus 1."
29:30;29:32;"Das ist genau die Definition"
29:32;29:35;"einer ungeraden natürlichen Zahlen,"
29:35;29:35;"das heißt,"
29:35;29:36;"wir sind schon fertig."
29:36;29:40;"Das heißt also,"
29:40;29:41;"n²"
29:41;29:42;"ist ungerade,"
29:42;29:46;"ist ungerade."
29:46;29:47;"Ja,"
29:47;29:48;"und damit"
29:48;29:52;"haben wir die Implikationen hier oben,"
29:52;29:54;"die nenne ich jetzt mal Stern,"
29:54;29:55;"gezeigt."
29:55;30:02;"Damit ist also"
30:02;30:04;"die Implikationen Stern bewiesen."
30:04;30:15;"Gut,"
30:15;30:16;"das war jetzt also relativ einfach"
30:16;30:19;"und wir werden das ganz oft auch anwenden"
30:19;30:23;"und das Konzept sollten Sie sich auf jeden Fall merken."
30:23;30:24;"Das war jetzt sozusagen,"
30:25;30:27;"das erste war der direkte Beweis"
30:27;30:29;"und das zweite die Kontraposition"
30:29;30:30;"und dann gibt es natürlich noch"
30:30;30:32;"eine dritte Vorgehensweise,"
30:32;30:34;"die ist auch sehr beliebt"
30:34;30:36;"und auch oftmals hilfreich"
30:36;30:38;"und das ist der sogenannte Beweis"
30:38;30:39;"durch Widerspruch"
30:39;30:41;"und die Idee ist folgendermaßen,"
30:41;30:43;"wir wollen eine Aussage zeigen"
30:43;30:44;"und nehmen an,"
30:44;30:45;"dass diese Aussage nicht gilt"
30:45;30:47;"und führen das zu einem Widerspruch"
30:47;30:49;"und dann ist unsere Annahme,"
30:49;30:51;"dass die Aussage falsch ist,"
30:51;30:52;"falsch,"
30:52;30:54;"also ist die Aussage wahr."
30:54;30:56;"Das heißt also,"
30:56;30:58;"man nimmt erstmal an,"
30:58;31:00;"dass die Aussage falsch ist"
31:00;31:01;"und führt das zu einem Widerspruch"
31:01;31:02;"und dann weiß man,"
31:02;31:04;"dass diese Annahme nicht stimmen kann."
31:04;31:06;"Und auch das wollen wir ganz kurz verdeutlichen"
31:06;31:07;"an einem Beispiel."
31:07;31:11;"Und zwar zeigen wir,"
31:11;31:13;"dass Wurzel 2"
31:13;31:15;"keine rationale Zahl ist."
31:15;31:18;"Jetzt nehmen wir natürlich hier einiges vorweg,"
31:18;31:19;"Wir haben die ganzen Zahlenbereiche"
31:19;31:22;"momentan noch nicht vernünftig eingeführt."
31:22;31:24;"Das holen wir nach."
31:24;31:25;"Aber einfach,"
31:25;31:27;"um das Konzept zu verdeutlichen."
31:27;31:29;"Jetzt müssen wir natürlich noch mal klären,"
31:29;31:30;"was heißt denn eigentlich"
31:30;31:32;"rationale Zahl?"
31:32;31:37;"Also rationale Zahl bedeutet,"
31:37;31:39;"ich kann eine Zahl als Bruch schreiben,"
31:39;31:41;"m durch n"
31:41;31:43;"und m und n sind ganze Zahlen,"
31:43;31:44;"die teilerfremd sind."
31:44;31:46;"Und wir wollen jetzt zeigen,"
31:46;31:48;"dass sich Wurzel 2 so eben"
31:48;31:50;"nicht darstellen lassen kann als Bruch."
31:50;31:52;"Und wir verwenden jetzt den Beweis"
31:52;31:53;"durch Widerspruch."
31:53;32:01;"Und das bedeutet,"
32:01;32:04;"wir nehmen jetzt einfach mal an,"
32:04;32:07;"dass wir Wurzel 2 als Bruch schreiben können."
32:07;32:08;"Das heißt also,"
32:08;32:10;"unsere Annahme lautet wie folgt."
32:14;32:21;"Wurzel 2 ist eine rationale Zahl."
32:21;32:27;"So, was heißt das jetzt?"
32:27;32:28;"Das heißt also,"
32:28;32:31;"wir können Wurzel 2 als Bruch schreiben,"
32:31;32:34;"also in dieser Form,"
32:34;32:37;"m durch n"
32:37;32:41;"mit ganzen Zahlen,"
32:41;32:42;"m und n."
32:42;32:44;"Ja,"
32:44;32:46;"ganze Zahlen haben wir jetzt auch noch nicht eingeführt."
32:46;32:47;"Das ist einfach,"
32:47;32:49;"dass wir dann noch die negativen,"
32:49;32:51;"natürlichen Zahlen zusammenfassen mit den natürlichen."
32:51;32:53;"Und dann bekommen wir die ganzen Zahlen."
32:53;32:56;"Das machen wir alles in der nächsten Foliesung."
32:56;33:00;"Das z mit dem Strich bedeutet ganze Zahlen."
33:02;33:05;"Und die Zahlen sind teilerfremd."
33:05;33:07;"Das heißt, man kann es nicht mehr kürzen."
33:07;33:10;"So, wenn wir das haben,"
33:10;33:13;"aus dieser Darstellung hier,"
33:13;33:16;"können wir einfach mal mit n multiplizieren."
33:16;33:17;"Und dann bekommen wir"
33:17;33:20;"die Darstellung,"
33:20;33:22;"dass m die Form hat,"
33:22;33:23;"Wurzel 2"
33:23;33:24;"mal n."
33:25;33:27;"Dann quadrieren wir das einfach mal."
33:27;33:28;"Beide Seiten."
33:28;33:33;"m² ist dann gleich 2n²."
33:33;33:36;"Ja, und was sehen wir jetzt?"
33:36;33:39;"Ja, jetzt können wir doch das von eben verwenden."
33:39;33:42;"Hier steht eine 2 mal n²."
33:42;33:46;"n² für eine ganze Zahl zum Quadrat"
33:46;33:47;"ist wieder eine natürliche Zahl."
33:47;33:48;"Das heißt also,"
33:48;33:50;"hier steht 2 mal eine natürliche Zahl"
33:50;33:52;"und das bedeutet doch nach Definition"
33:52;33:55;"dass m² gerade ist."
33:55;34:02;"Also hier verweise ich nochmal"
34:02;34:03;"auf das erste Video."
34:03;34:06;"Vergleich die Definition"
34:06;34:09;"der Menge g."
34:09;34:13;"Ja."
34:13;34:15;"So, und jetzt wissen wir,"
34:15;34:17;"m² ist gerade."
34:17;34:18;"Jetzt schauen wir nochmal"
34:18;34:19;"auf die zweite Aussage."
34:22;34:23;"Was wir gezeigt haben war,"
34:23;34:25;"wenn n² gerade ist,"
34:25;34:26;"ist n gerade."
34:26;34:27;"Jetzt können wir das natürlich"
34:27;34:28;"auch für m schreiben."
34:28;34:30;"Das heißt also,"
34:30;34:32;"wenn das Quadrat gerade ist,"
34:32;34:33;"dann ist die Zahl auch gerade."
34:33;34:35;"Das können wir jetzt verwenden."
34:35;34:38;"Das bedeutet denn hier,"
34:38;34:40;"dass wir schon mal wissen,"
34:40;34:41;"m ist gerade."
34:47;34:48;"Ich schreibe dazu,"
34:48;34:48;"ich schreibe dazu,"
34:48;34:49;"siehe oben."
34:49;34:52;"Das war genau das,"
34:52;34:53;"was wir eben mit der Kontraposition"
34:53;34:54;"bewiesen haben."
34:54;34:56;"Jetzt wissen wir also schon mal,"
34:56;34:57;"dass m ist gerade."
34:57;34:59;"Was bedeutet das?"
34:59;35:03;"Ja, das bedeutet also,"
35:03;35:04;"es gibt ein k."
35:04;35:08;"Ja, wo kommt das jetzt her?"
35:08;35:09;"Also m ist gerade."
35:09;35:10;"Das bedeutet,"
35:10;35:13;"m kann ich schreiben als 2k"
35:13;35:17;"für ein k"
35:17;35:21;"aus z."
35:21;35:22;"Ja."
35:22;35:24;"So, und jetzt verwenden wir mal"
35:24;35:26;"diese Darstellung hier."
35:27;35:28;"also diese hier."
35:28;35:38;"Das heißt also hier,"
35:38;35:40;"wir starten mal,"
35:40;35:41;"wir vertauschen das mal,"
35:41;35:43;"also 2n²"
35:43;35:46;"ist gleich m²."
35:46;35:48;"Und jetzt nutzen wir mal"
35:48;35:49;"diese Darstellung hier."
35:49;35:52;"Diese hier."
35:52;35:54;"Und setzen das für das m ein."
35:55;35:58;"dann bekommen wir 2k²."
35:58;36:00;"Und wenn wir das aus,"
36:00;36:03;"die Klammer auflösen,"
36:03;36:05;"bekommen wir also 4k²."
36:05;36:07;"Und das wiederum bedeutet,"
36:07;36:10;"naja,"
36:10;36:10;"wir können das Ganze"
36:10;36:12;"noch durch 2 teilen."
36:12;36:13;"Das heißt,"
36:13;36:14;"wir bekommen hier einfach"
36:14;36:18;"n² ist gleich 2k²."
36:18;36:19;"Aha."
36:20;36:22;"Und das bedeutet doch jetzt wieder,"
36:22;36:24;"das n²"
36:24;36:26;"ist gerade."
36:26;36:29;"Ja,"
36:29;36:30;"für ein k aus z,"
36:30;36:32;"k aus z ist das natürlich dann wieder"
36:32;36:34;"eine natürliche Zahl."
36:34;36:34;"Ja,"
36:34;36:35;"also auf jeden Fall positiv,"
36:35;36:36;"natürliche Zahl."
36:36;36:39;"Zweimal bedeutet also genau"
36:39;36:40;"die Definition,"
36:40;36:41;"n² ist gerade."
36:41;36:42;"Und dann können wir wieder"
36:42;36:43;"die Aussage"
36:43;36:45;"von oben verwenden."
36:45;36:47;"und die besagt dann,"
36:47;36:49;"n ist gerade."
36:49;36:52;"Ja,"
36:52;36:53;"und damit sind wir schon fertig."
36:53;36:55;"Wieso sind wir fertig?"
36:55;36:56;"Wir haben jetzt gezeigt,"
36:56;36:57;"dass sowohl m"
36:57;36:58;"als auch n"
36:58;36:59;"gerade ist."
36:59;37:00;"Ja,"
37:00;37:01;"und das bedeutet ja dann,"
37:01;37:02;"dass beide durch 2"
37:02;37:03;"teilbar sind."
37:03;37:05;"und das steht im Widerspruch dazu,"
37:05;37:06;"dass wir angenommen haben,"
37:06;37:07;"dass n und m"
37:07;37:08;"teilerfremd sind."
37:08;37:10;"Und das hatten wir ja hier"
37:10;37:11;"in der Annahme geschrieben."
37:11;37:12;"Ja."
37:12;37:16;"Und das heißt also,"
37:16;37:17;"unsere Annahme ist falsch"
37:17;37:18;"und das bedeutet,"
37:18;37:21;"Wurzel 2 gehört nicht zu q."
37:25;37:26;"Das bedeutet dann also,"
37:26;37:28;"n"
37:28;37:31;"und m"
37:31;37:36;"sind also beide"
37:36;37:40;"durch 2 teilbar."
37:40;37:44;"Und dann den Widerspruch,"
37:44;37:46;"da macht man einfach diesen Blitz,"
37:46;37:46;"ja,"
37:46;37:47;"das heißt also Widerspruch"
37:47;37:53;"und das ist dann ein Widerspruch"
37:53;37:54;"zu unserer Annahme."
37:54;38:03;"Da wir angenommen haben,"
38:03;38:05;"dass n und m"
38:05;38:06;"teilerfremd sind."
38:06;38:12;"Und das steht oben"
38:12;38:13;"in der Annahme."
38:13;38:17;"Ja,"
38:17;38:18;"und das bedeutet dann,"
38:18;38:20;"dass unsere Annahme falsch ist"
38:20;38:24;"und das wiederum"
38:24;38:25;"heißt ja dann,"
38:25;38:26;"die Negation davon"
38:26;38:27;"ist wahr."
38:27;38:30;"Ist die Annahme"
38:30;38:33;"falsch?"
38:33;38:38;"Und das bedeutet,"
38:38;38:39;"dass Wurzel 2"
38:39;38:42;"nicht zu q gehört"
38:42;38:44;"und demzufolge"
38:44;38:45;"also keine"
38:45;38:46;"rationale"
38:46;38:47;"Zahl ist."
38:49;38:49;"Gut,"
38:49;38:50;"jetzt sind wir"
38:50;38:51;"am Ende angekommen"
38:51;38:52;"von diesem 2."
38:52;38:52;"Teil"
38:52;38:53;"und auch von der 1."
38:53;38:54;"Vorlesung."
38:54;38:55;"Das waren jetzt"
38:55;38:56;"ein paar Grundlagen."
38:56;38:57;"Schauen Sie sich das bitte"
38:57;38:58;"nochmal an."
38:58;38:59;"Definitionen Mengen,"
38:59;38:59;"Definitionen Mengen,"
38:59;38:59;"Definition Mengen,"
38:59;38:59;"Definition Mengen,"
38:59;39:01;"Definition Mengen, Intervalle,"
39:01;39:04;"dann jetzt nochmal alles zu den Aussagen"
39:04;39:06;"und die Verknüpfung und auch die Beweistechniken."
39:06;39:12;"Wie gesagt, wichtig ist, dass Sie diese Beweise mal durchgehen, die wir hier machen und wenigstens verstehen."
39:12;39:18;"So was müssen Sie jetzt nicht automatisch immer selbst finden, wie man so einen Beweis bekommt,"
39:18;39:20;"aber wichtig ist, dass Sie das auf jeden Fall verstehen."
39:20;39:28;"Und in der zweiten Vorlesung fangen wir dann an mit Zahlen und da geht es dann darum, dass wir erstmal die Zahlenbereiche näher betrachten."
39:28;39:38;"Dann geht es auch um Ungleichungen und das Lösen von Ungleichungen und am Ende werden wir noch Summenzeichen und Produktzeichen definieren und deren Eigenschaften anschauen."
