Start Timestamp;End Timestamp;Transcript
29:15;29:20;"Dann steht hier minus a n epsilon plus 1."
29:21;29:23;"Also wie gesagt, diese 1, das ist sozusagen der Index."
29:23;29:25;"Das ist jetzt hier der Index."
29:25;29:27;"a mit diesem Index."
29:27;29:30;"Und dann plus a."
29:30;29:32;"Das heißt, also was wir hier gemacht haben,"
29:32;29:34;"ist so eine sogenannte Nulladdition."
29:34;29:41;"Ja, wir haben ja, wissen ja,"
29:41;29:43;"dass a minus a gleich 0 ist."
29:43;29:46;"So, machen wir das mal ganz ausführlich."
29:46;29:48;"Jetzt schreiben wir das nochmal ordentlich in Klammern."
29:48;29:59;"So, und dann hätten wir hier also minus a n epsilon plus 1 plus a."
29:59;30:03;"So, und dann verwenden wir jetzt mal die Dreiecksungleichung,"
30:03;30:06;"und zwar auf diesen Ausdruck und diesen Ausdruck."
30:06;30:08;"Und was kommt da heraus?"
30:08;30:14;"Da kommt also a n epsilon minus a plus,"
30:14;30:23;"und hier steht minus a n epsilon plus 1 plus a Betrag."
30:23;30:27;"Also hier Dreiecksungleichung."
30:27;30:30;"Die haben wir ja schon lange mal kennengelernt."
30:30;30:39;"So, und dann können wir das auch nochmal anders aufschreiben."
30:39;30:41;"Hier können wir das Minuszeichen herausziehen."
30:41;30:49;"Das heißt also, hier steht a n epsilon minus a plus,"
30:49;30:55;"und hier schreiben wir mal a n epsilon plus 1 minus a."
30:56;30:59;"Also hier aus diesem Ausdruck einfach minus 1 ausklammern,"
30:59;31:03;"und dann können wir die Regeln für das Produkt von Zahlen bezüglich des Betrages verwenden,"
31:03;31:05;"und deswegen können wir die 1 weglassen."
31:05;31:08;"So, jetzt wissen wir aber, nachdem, was wir hier oben gemacht haben,"
31:08;31:11;"also das hatten wir,"
31:12;31:14;"Wenn wir das jetzt hier mal verwenden,"
31:14;31:15;"dann sehen wir also,"
31:15;31:18;"das ist kleiner 1,"
31:18;31:19;"und"
31:19;31:21;"das ist kleiner 1,"
31:21;31:23;"also ist der Gesamtausdruck,"
31:23;31:26;"den ich jetzt mal kurz verschiebe,"
31:26;31:30;"also ist der Gesamtausdruck"
31:30;31:32;"kleiner 2."
31:32;31:33;"Ja,"
31:33;31:36;"so, das wiederum heißt dann aber,"
31:36;31:38;"zusammenfassend haben wir,"
31:40;31:41;"Also wir haben ja jetzt gezeigt,"
31:41;31:43;"dass dieser Ausdruck kleiner,"
31:43;31:45;"echt kleiner 2 ist."
31:45;31:52;"Minus a n epsilon plus 1 ist also kleiner 2."
31:52;31:56;"Okay, und jetzt schauen wir uns aber mal die Differenz direkt an."
31:56;31:57;"Das heißt also,"
31:57;31:58;"diesen Ausdruck"
31:58;32:03;"So,"
32:03;32:06;"andererseits gilt,"
32:06;32:08;"ja, was ist denn,"
32:08;32:09;"was macht dann die Differenz?"
32:09;32:10;"Also,"
32:10;32:11;"a n epsilon"
32:11;32:12;"minus"
32:12;32:15;"a n epsilon"
32:15;32:16;"plus 1."
32:16;32:18;"Wenn wir das mal aufschreiben,"
32:18;32:18;"das war ja die Folge"
32:18;32:20;"minus 1 hoch n."
32:20;32:21;"Das heißt also,"
32:21;32:21;"hier haben wir"
32:21;32:23;"minus 1 hoch"
32:23;32:24;"n epsilon."
32:25;32:26;"dann steht hier da minus"
32:26;32:28;"und minus 1,"
32:28;32:31;"ein bisschen ordentlicher schreiben,"
32:31;32:32;"minus 1"
32:32;32:35;"hoch n epsilon"
32:35;32:36;"plus 1."
32:36;32:37;"Ja,"
32:37;32:38;"so,"
32:38;32:39;"jetzt überlegen wir,"
32:39;32:41;"was kommt denn hier eigentlich heraus?"
32:41;32:43;"Wir müssen jetzt irgendwie unterscheiden"
32:43;32:45;"zwischen n epsilon ist gerade"
32:45;32:46;"oder ungerade."
32:47;32:47;"So,"
32:47;32:48;"nehmen wir mal an,"
32:48;32:50;"n epsilon ist ungerade,"
32:50;32:53;"dann ist das minus 1,"
32:53;32:55;"das minus bleibt stehen"
32:55;32:56;"und hier steht ja,"
32:56;32:58;"wenn n ungerade ist,"
32:58;33:00;"wenn n epsilon ungerade ist,"
33:00;33:01;"ist das hier gerade"
33:01;33:04;"und dann ist der gesamte Ausdruck einfach 1."
33:04;33:05;"Das heißt,"
33:05;33:06;"da hätten wir stehen,"
33:06;33:07;"minus 1,"
33:07;33:09;"minus 1"
33:09;33:12;"für n epsilon"
33:12;33:14;"ungerade."
33:14;33:18;"beziehungsweise"
33:18;33:22;"jetzt gucken wir,"
33:22;33:23;"jetzt schauen wir uns den anderen Fall an,"
33:23;33:24;"was ist,"
33:24;33:25;"wenn n epsilon gerade ist,"
33:25;33:27;"dann ist das hier 1,"
33:27;33:30;"das ist ungerade,"
33:30;33:32;"dann wird das Ganze hier minus 1"
33:32;33:33;"und hier mit diesem Minus"
33:33;33:34;"hebt sich das auf,"
33:34;33:35;"also haben wir 1,"
33:35;33:36;"minus,"
33:36;33:37;"minus 1"
33:37;33:39;"und da kommt dann also"
33:39;33:41;"2 heraus."
33:41;33:42;"das heißt also,"
33:42;33:42;"hier haben wir"
33:42;33:44;"1,"
33:44;33:45;"minus,"
33:45;33:47;"minus 1"
33:47;33:51;"für n epsilon"
33:51;33:52;"gerade."
33:52;33:54;"So,"
33:54;33:55;"wenn wir das jetzt nochmal aufschreiben,"
33:55;33:57;"das war jetzt sozusagen eine kleine"
33:57;34:00;"Nebenrechnung,"
34:00;34:01;"bekommen wir hier also"
34:01;34:02;"minus 2"
34:02;34:06;"für n epsilon"
34:06;34:07;"ungerade"
34:07;34:11;"beziehungsweise 2"
34:11;34:15;"für n epsilon"
34:15;34:17;"gerade."
34:17;34:18;"Ich habe jetzt einfach diese Fälle"
34:18;34:19;"jetzt hier nochmal,"
34:19;34:21;"diese Nebenrechnung jetzt hier nochmal"
34:21;34:23;"formal ordentlich aufgeschrieben."
34:23;34:23;"Ja,"
34:23;34:24;"und was heißt das jetzt?"
34:24;34:25;"Naja,"
34:25;34:26;"aber das heißt jetzt aber am Ende,"
34:26;34:28;"wenn ich den Betrag nehme"
34:28;34:32;"und hier an epsilon"
34:32;34:33;"minus an epsilon"
34:33;34:34;"plus 1"
34:34;34:35;"betrachte,"
34:35;34:36;"ja,"
34:36;34:37;"dann kommt da offensichtlich"
34:37;34:38;"2 heraus."
34:38;34:38;"Ja,"
34:38;34:40;"wenn ich jetzt hier den Betrag nehme,"
34:40;34:40;"dann ist klar,"
34:40;34:42;"hier von dem Betrag,"
34:42;34:42;"das ist 2"
34:42;34:44;"und das ist ein Widerspruch."
34:44;34:46;"Wozu ist das ein Widerspruch"
34:46;34:47;"zu dem,"
34:47;34:48;"was wir hier oben gezeigt haben?"
34:48;34:49;"Da haben wir gezeigt,"
34:49;34:50;"das ist echt kleiner 2."
34:50;34:52;"Das heißt also,"
34:52;34:53;"unsere Annahme ist falsch"
34:53;34:54;"und das heißt,"
34:54;34:55;"dass an divergent ist."
34:55;34:57;"So,"
34:57;34:59;"diesen Blitz haben Sie schon mal gesehen,"
34:59;35:01;"das heißt also einfach nur Widerspruch."
35:01;35:06;"Das heißt also jetzt hier,"
35:06;35:12;"die Annahme ist also falsch"
35:12;35:18;"und somit"
35:18;35:22;"ist dann also an"
35:22;35:27;"und das war ja einfach die Folge"
35:27;35:29;"minus 1 hoch n"
35:29;35:33;"divergent."
35:33;35:39;"Gut,"
35:39;35:40;"damit haben wir das auch bewiesen."
35:40;35:43;"Wir haben jetzt also gesehen,"
35:43;35:45;"wir hatten jetzt bei dem letzten Beispiel"
35:45;35:46;"am Anfang uns erstmal,"
35:46;35:47;"ja,"
35:47;35:48;"geometrisch überlegt,"
35:48;35:49;"bei der Interpretation,"
35:49;35:50;"kann das überhaupt funktionieren,"
35:50;35:51;"hatten also ein Gefühl,"
35:51;35:52;"das kann nicht stimmen"
35:52;35:54;"und haben jetzt also nochmal"
35:54;35:56;"wirklich mathematisch korrekt bewiesen,"
35:56;35:59;"dass die Folge nicht konvergent ist."
35:59;36:00;"So,"
36:00;36:01;"das genügt jetzt erstmal"
36:01;36:04;"zu dieser Definition,"
36:04;36:06;"die ist jetzt nicht so ganz leicht"
36:06;36:06;"zu verstehen,"
36:06;36:07;"wir werden das auch häufiger"
36:07;36:08;"nochmal aufgreifen"
36:08;36:09;"und wie gesagt,"
36:09;36:11;"auch die Konvergenz von Funktionen"
36:11;36:12;"wird dann basierend sein"
36:12;36:14;"auf der Konvergenz von Zahlenfolgen"
36:14;36:16;"und im nächsten Video"
36:16;36:17;"schauen wir uns dann"
36:17;36:18;"ein paar Eigenschaften"
36:18;36:20;"von konvergenten Zahlenfolgen an"
36:20;36:21;"und im letzten Video"
36:21;36:21;"dann noch"
36:21;36:24;"die bestimmte Divergenz."
